slot,seq,year,month,day,round,flags_hex,home_idx,home_name,away_idx,away_name,n_home_lineup,n_away_lineup
4363,4363,2021,12,23,20,0x2010009B,328,奥伊彭,331,梅赫伦,0,0
4364,4364,2021,12,23,14,0x2010009B,334,圣图尔登,338,瓦勒海姆,0,0
4365,4365,2021,12,26,20,0x2011009B,325,布鲁日,335,沙勒罗瓦,0,0
4366,4366,2021,12,26,20,0x2011009B,322,安特卫普,329,科特赖克,0,0
4367,4367,2021,12,26,17,0x2011009B,326,亨克,333,穆斯克龙精英,0,0
4368,4368,2021,12,26,17,0x2011009B,321,安德莱赫特,332,奥哈瓦里,0,0
4369,4369,2021,12,26,20,0x2011009B,327,根特,337,华斯兰德贝弗伦,0,0
4370,4370,2021,12,26,19,0x2011009B,324,色格拉布鲁日,323,比尔肖特,0,0
4371,4371,2021,12,26,17,0x2011009B,328,奥伊彭,336,标准列日,0,0
4372,4372,2021,12,26,20,0x2011009B,334,圣图尔登,331,梅赫伦,0,0
4373,4373,2021,12,26,17,0x2011009B,338,瓦勒海姆,330,奥斯坦德,0,0
4374,4374,2021,12,30,19,0x2012009B,335,沙勒罗瓦,322,安特卫普,0,0
4375,4375,2021,12,30,14,0x2012009B,330,奥斯坦德,325,布鲁日,0,0
4376,4376,2021,12,30,17,0x2012009B,329,科特赖克,326,亨克,0,0
4377,4377,2021,12,30,17,0x2012009B,333,穆斯克龙精英,321,安德莱赫特,0,0
4378,4378,2021,12,30,14,0x2012009B,332,奥哈瓦里,327,根特,0,0
4379,4379,2021,12,30,18,0x2012009B,337,华斯兰德贝弗伦,324,色格拉布鲁日,0,0
4380,4380,2021,12,30,18,0x2012009B,323,比尔肖特,328,奥伊彭,0,0
4381,4381,2021,12,30,17,0x2012009B,336,标准列日,334,圣图尔登,0,0
4382,4382,2021,12,30,19,0x2012009B,331,梅赫伦,338,瓦勒海姆,0,0
4383,4383,2022,1,3,19,0x2013009B,326,亨克,335,沙勒罗瓦,0,0
4384,4384,2022,1,3,17,0x2013009B,322,安特卫普,325,布鲁日,0,0
4385,4385,2022,1,3,17,0x2013009B,321,安德莱赫特,329,科特赖克,0,0
4386,4386,2022,1,3,19,0x2013009B,327,根特,333,穆斯克龙精英,0,0
4387,4387,2022,1,3,18,0x2013009B,324,色格拉布鲁日,332,奥哈瓦里,0,0
4388,4388,2022,1,3,19,0x2013009B,328,奥伊彭,337,华斯兰德贝弗伦,0,0
4389,4389,2022,1,3,19,0x2013009B,334,圣图尔登,323,比尔肖特,0,0
4390,4390,2022,1,3,20,0x2013009B,338,瓦勒海姆,336,标准列日,0,0
4391,4391,2022,1,3,17,0x2013009B,331,梅赫伦,330,奥斯坦德,0,0
4392,4392,2022,1,14,17,0x2014009B,335,沙勒罗瓦,321,安德莱赫特,0,0
4393,4393,2022,1,14,19,0x2014009B,325,布鲁日,326,亨克,0,0
4394,4394,2022,1,14,17,0x2014009B,330,奥斯坦德,322,安特卫普,0,0
4395,4395,2022,1,14,17,0x2014009B,329,科特赖克,327,根特,0,0
4396,4396,2022,1,14,17,0x2014009B,333,穆斯克龙精英,324,色格拉布鲁日,0,0
4397,4397,2022,1,14,20,0x2014009B,332,奥哈瓦里,328,奥伊彭,0,0
4398,4398,2022,1,14,20,0x2014009B,337,华斯兰德贝弗伦,334,圣图尔登,0,0
4399,4399,2022,1,14,20,0x2014009B,323,比尔肖特,338,瓦勒海姆,0,0
4400,4400,2022,1,14,13,0x2014009B,336,标准列日,331,梅赫伦,0,0
4401,4401,2022,1,17,20,0x2015009B,327,根特,335,沙勒罗瓦,0,0
4402,4402,2022,1,17,20,0x2015009B,321,安德莱赫特,325,布鲁日,0,0
4403,4403,2022,1,17,18,0x2015009B,326,亨克,322,安特卫普,0,0
4404,4404,2022,1,17,20,0x2015009B,324,色格拉布鲁日,329,科特赖克,0,0
4405,4405,2022,1,17,19,0x2015009B,328,奥伊彭,333,穆斯克龙精英,0,0
4406,4406,2022,1,17,19,0x2015009B,334,圣图尔登,332,奥哈瓦里,0,0
4407,4407,2022,1,17,14,0x2015009B,338,瓦勒海姆,337,华斯兰德贝弗伦,0,0
4408,4408,2022,1,17,18,0x2015009B,331,梅赫伦,323,比尔肖特,0,0
4409,4409,2022,1,17,17,0x2015009B,336,标准列日,330,奥斯坦德,0,0
4410,4410,2022,1,21,17,0x2016009B,335,沙勒罗瓦,324,色格拉布鲁日,0,0
4411,4411,2022,1,21,18,0x2016009B,325,布鲁日,327,根特,0,0
4412,4412,2022,1,21,17,0x2016009B,322,安特卫普,321,安德莱赫特,0,0
4413,4413,2022,1,21,14,0x2016009B,330,奥斯坦德,326,亨克,0,0
4414,4414,2022,1,21,20,0x2016009B,329,科特赖克,328,奥伊彭,0,0
4415,4415,2022,1,21,20,0x2016009B,333,穆斯克龙精英,334,圣图尔登,0,0
4416,4416,2022,1,21,14,0x2016009B,332,奥哈瓦里,338,瓦勒海姆,0,0
4417,4417,2022,1,21,18,0x2016009B,337,华斯兰德贝弗伦,331,梅赫伦,0,0
4418,4418,2022,1,21,18,0x2016009B,323,比尔肖特,336,标准列日,0,0
4419,4419,2022,1,24,20,0x2017009B,328,奥伊彭,335,沙勒罗瓦,0,0
4420,4420,2022,1,24,19,0x2017009B,324,色格拉布鲁日,325,布鲁日,0,0
4421,4421,2022,1,24,18,0x2017009B,327,根特,322,安特卫普,0,0
4422,4422,2022,1,24,19,0x2017009B,321,安德莱赫特,326,亨克,0,0
4423,4423,2022,1,24,19,0x2017009B,334,圣图尔登,329,科特赖克,0,0
4424,4424,2022,1,24,19,0x2017009B,338,瓦勒海姆,333,穆斯克龙精英,0,0
4425,4425,2022,1,24,18,0x2017009B,331,梅赫伦,332,奥哈瓦里,0,0
4426,4426,2022,1,24,17,0x2017009B,336,标准列日,337,华斯兰德贝弗伦,0,0
4427,4427,2022,1,24,17,0x2017009B,323,比尔肖特,330,奥斯坦德,0,0
4428,4428,2022,1,29,20,0x2018009B,335,沙勒罗瓦,334,圣图尔登,0,0
4429,4429,2022,1,29,17,0x2018009B,325,布鲁日,328,奥伊彭,0,0
4430,4430,2022,1,29,17,0x2018009B,322,安特卫普,324,色格拉布鲁日,0,0
4431,4431,2022,1,29,14,0x2018009B,326,亨克,327,根特,0,0
4432,4432,2022,1,29,20,0x2018009B,330,奥斯坦德,321,安德莱赫特,0,0
4433,4433,2022,1,29,20,0x2018009B,329,科特赖克,338,瓦勒海姆,0,0
4434,4434,2022,1,29,18,0x2018009B,333,穆斯克龙精英,331,梅赫伦,0,0
4435,4435,2022,1,29,17,0x2018009B,332,奥哈瓦里,336,标准列日,0,0
4436,4436,2022,1,29,18,0x2018009B,337,华斯兰德贝弗伦,323,比尔肖特,0,0
4437,4437,2022,2,1,18,0x2019009B,338,瓦勒海姆,335,沙勒罗瓦,0,0
4438,4438,2022,2,1,20,0x2019009B,334,圣图尔登,325,布鲁日,0,0
4439,4439,2022,2,1,17,0x2019009B,328,奥伊彭,322,安特卫普,0,0
4440,4440,2022,2,1,20,0x2019009B,324,色格拉布鲁日,326,亨克,0,0
4441,4441,2022,2,1,14,0x2019009B,327,根特,321,安德莱赫特,0,0
4442,4442,2022,2,1,17,0x2019009B,331,梅赫伦,329,科特赖克,0,0
4443,4443,2022,2,1,17,0x2019009B,336,标准列日,333,穆斯克龙精英,0,0
4444,4444,2022,2,1,18,0x2019009B,323,比尔肖特,332,奥哈瓦里,0,0
4445,4445,2022,2,1,14,0x2019009B,337,华斯兰德贝弗伦,330,奥斯坦德,0,0
4446,4446,2022,2,4,14,0x201A009B,335,沙勒罗瓦,331,梅赫伦,0,0
4447,4447,2022,2,4,17,0x201A009B,325,布鲁日,338,瓦勒海姆,0,0
4448,4448,2022,2,4,20,0x201A009B,322,安特卫普,334,圣图尔登,0,0
4449,4449,2022,2,4,19,0x201A009B,326,亨克,328,奥伊彭,0,0
4450,4450,2022,2,4,20,0x201A009B,321,安德莱赫特,324,色格拉布鲁日,0,0
4451,4451,2022,2,4,19,0x201A009B,330,奥斯坦德,327,根特,0,0
4452,4452,2022,2,4,20,0x201A009B,329,科特赖克,336,标准列日,0,0
4453,4453,2022,2,4,17,0x201A009B,333,穆斯克龙精英,323,比尔肖特,0,0
4454,4454,2022,2,4,17,0x201A009B,332,奥哈瓦里,337,华斯兰德贝弗伦,0,0
4455,4455,2022,2,7,18,0x201B009B,336,标准列日,335,沙勒罗瓦,0,0
4456,4456,2022,2,7,20,0x201B009B,331,梅赫伦,325,布鲁日,0,0
4457,4457,2022,2,7,19,0x201B009B,338,瓦勒海姆,322,安特卫普,0,0
4458,4458,2022,2,7,17,0x201B009B,334,圣图尔登,326,亨克,0,0
4459,4459,2022,2,7,20,0x201B009B,328,奥伊彭,321,安德莱赫特,0,0
4460,4460,2022,2,7,19,0x201B009B,324,色格拉布鲁日,327,根特,0,0
4461,4461,2022,2,7,17,0x201B009B,323,比尔肖特,329,科特赖克,0,0
4462,4462,2022,2,7,19,0x201B009B,337,华斯兰德贝弗伦,333,穆斯克龙精英,0,0
4463,4463,2022,2,7,14,0x201B009B,332,奥哈瓦里,330,奥斯坦德,0,0
4464,4464,2022,2,11,20,0x201C009B,335,沙勒罗瓦,323,比尔肖特,0,0
4465,4465,2022,2,11,19,0x201C009B,325,布鲁日,336,标准列日,0,0
4466,4466,2022,2,11,18,0x201C009B,322,安特卫普,331,梅赫伦,0,0
4467,4467,2022,2,11,20,0x201C009B,326,亨克,338,瓦勒海姆,0,0
4468,4468,2022,2,11,14,0x201C009B,321,安德莱赫特,334,圣图尔登,0,0
4469,4469,2022,2,11,18,0x201C009B,327,根特,328,奥伊彭,0,0
4470,4470,2022,2,11,18,0x201C009B,330,奥斯坦德,324,色格拉布鲁日,0,0
4471,4471,2022,2,11,19,0x201C009B,329,科特赖克,337,华斯兰德贝弗伦,0,0
4472,4472,2022,2,11,18,0x201C009B,333,穆斯克龙精英,332,奥哈瓦里,0,0
4473,4473,2022,2,14,20,0x201D009B,337,华斯兰德贝弗伦,335,沙勒罗瓦,0,0
4474,4474,2022,2,14,17,0x201D009B,323,比尔肖特,325,布鲁日,0,0
4475,4475,2022,2,14,20,0x201D009B,336,标准列日,322,安特卫普,0,0
4476,4476,2022,2,14,18,0x201D009B,331,梅赫伦,326,亨克,0,0
4477,4477,2022,2,14,20,0x201D009B,338,瓦勒海姆,321,安德莱赫特,0,0
4478,4478,2022,2,14,19,0x201D009B,334,圣图尔登,327,根特,0,0
4479,4479,2022,2,14,17,0x201D009B,328,奥伊彭,324,色格拉布鲁日,0,0
4480,4480,2022,2,14,19,0x201D009B,332,奥哈瓦里,329,科特赖克,0,0
4481,4481,2022,2,14,14,0x201D009B,333,穆斯克龙精英,330,奥斯坦德,0,0
4482,4482,2022,2,21,20,0x201E009B,335,沙勒罗瓦,332,奥哈瓦里,0,0
4483,4483,2022,2,21,18,0x201E009B,325,布鲁日,337,华斯兰德贝弗伦,0,0
4484,4484,2022,2,21,13,0x201E009B,322,安特卫普,323,比尔肖特,0,0
4485,4485,2022,2,21,18,0x201E009B,326,亨克,336,标准列日,0,0
4486,4486,2022,2,21,19,0x201E009B,321,安德莱赫特,331,梅赫伦,0,0
4487,4487,2022,2,21,17,0x201E009B,327,根特,338,瓦勒海姆,0,0
4488,4488,2022,2,21,13,0x201E009B,324,色格拉布鲁日,334,圣图尔登,0,0
4489,4489,2022,2,21,20,0x201E009B,330,奥斯坦德,328,奥伊彭,0,0
4490,4490,2022,2,21,17,0x201E009B,329,科特赖克,333,穆斯克龙精英,0,0
4491,4491,2022,2,28,17,0x201F009B,333,穆斯克龙精英,335,沙勒罗瓦,0,0
4492,4492,2022,2,28,18,0x201F009B,332,奥哈瓦里,325,布鲁日,0,0
4493,4493,2022,2,28,14,0x201F009B,337,华斯兰德贝弗伦,322,安特卫普,0,0
4494,4494,2022,2,28,18,0x201F009B,323,比尔肖特,326,亨克,0,0
4495,4495,2022,2,28,19,0x201F009B,336,标准列日,321,安德莱赫特,0,0
4496,4496,2022,2,28,17,0x201F009B,331,梅赫伦,327,根特,0,0
4497,4497,2022,2,28,14,0x201F009B,338,瓦勒海姆,324,色格拉布鲁日,0,0
4498,4498,2022,2,28,20,0x201F009B,334,圣图尔登,328,奥伊彭,0,0
4499,4499,2022,2,28,14,0x201F009B,329,科特赖克,330,奥斯坦德,0,0
4500,4500,2022,3,4,19,0x2020009B,335,沙勒罗瓦,329,科特赖克,0,0
4501,4501,2022,3,4,17,0x2020009B,325,布鲁日,333,穆斯克龙精英,0,0
4502,4502,2022,3,4,17,0x2020009B,322,安特卫普,332,奥哈瓦里,0,0
4503,4503,2022,3,4,17,0x2020009B,326,亨克,337,华斯兰德贝弗伦,0,0
4504,4504,2022,3,4,13,0x2020009B,321,安德莱赫特,323,比尔肖特,0,0
4505,4505,2022,3,4,17,0x2020009B,327,根特,336,标准列日,0,0
4506,4506,2022,3,4,20,0x2020009B,324,色格拉布鲁日,331,梅赫伦,0,0
4507,4507,2022,3,4,20,0x2020009B,328,奥伊彭,338,瓦勒海姆,0,0
4508,4508,2022,3,4,19,0x2020009B,330,奥斯坦德,334,圣图尔登,0,0
4509,4509,2022,3,7,18,0x2021009B,335,沙勒罗瓦,330,奥斯坦德,0,0
4510,4510,2022,3,7,17,0x2021009B,329,科特赖克,325,布鲁日,0,0
4511,4511,2022,3,7,20,0x2021009B,333,穆斯克龙精英,322,安特卫普,0,0
4512,4512,2022,3,7,18,0x2021009B,332,奥哈瓦里,326,亨克,0,0
4513,4513,2022,3,7,14,0x2021009B,337,华斯兰德贝弗伦,321,安德莱赫特,0,0
4514,4514,2022,3,7,20,0x2021009B,323,比尔肖特,327,根特,0,0
4515,4515,2022,3,7,20,0x2021009B,336,标准列日,324,色格拉布鲁日,0,0
4516,4516,2022,3,7,19,0x2021009B,331,梅赫伦,328,奥伊彭,0,0
4517,4517,2022,3,7,17,0x2021009B,338,瓦勒海姆,334,圣图尔登,0,0
4518,4518,2021,8,22,16,0x60000074,354,圣彼得堡泽尼特,344,克拉斯诺达尔,11,11
4519,4519,2021,8,22,14,0x60000074,339,格罗兹尼艾哈迈德,341,莫斯科中央陆军,11,11
4520,4520,2021,8,22,20,0x60000074,347,伏尔加格勒转子,342,莫斯科迪纳摩,11,11
4521,4521,2021,8,22,19,0x60000074,352,乌法,345,莫斯科火车头,11,11
4522,4522,2021,8,22,11,0x60000074,353,乌拉尔,340,图拉兵工厂,11,11
4523,4523,2021,8,22,11,0x60000074,343,希姆基,350,莫斯科斯巴达,11,11
4524,4524,2021,8,22,19,0x60000074,348,喀山红宝石,346,罗斯托夫,11,11
4525,4525,2021,8,22,13,0x60000074,351,坦波夫,349,索契,11,11
4526,4526,2021,8,29,12,0x60010074,341,莫斯科中央陆军,354,圣彼得堡泽尼特,11,11
4527,4527,2021,8,29,16,0x60010074,344,克拉斯诺达尔,351,坦波夫,11,11
4528,4528,2021,8,29,14,0x60010074,342,莫斯科迪纳摩,339,格罗兹尼艾哈迈德,11,11
4529,4529,2021,8,29,13,0x60010074,345,莫斯科火车头,347,伏尔加格勒转子,11,11
4530,4530,2021,8,29,14,0x60010074,340,图拉兵工厂,352,乌法,11,11
4531,4531,2021,8,29,15,0x60010074,350,莫斯科斯巴达,353,乌拉尔,11,11
4532,4532,2021,8,29,19,0x60010074,346,罗斯托夫,343,希姆基,11,11
4533,4533,2021,8,29,20,0x60010074,349,索契,348,喀山红宝石,11,11
4534,4534,2021,9,19,19,0x60020074,354,圣彼得堡泽尼特,342,莫斯科迪纳摩,11,11
4535,4535,2021,9,19,19,0x60020074,344,克拉斯诺达尔,341,莫斯科中央陆军,11,11
4536,4536,2021,9,19,13,0x60020074,339,格罗兹尼艾哈迈德,345,莫斯科火车头,11,11
4537,4537,2021,9,19,20,0x60020074,347,伏尔加格勒转子,340,图拉兵工厂,11,11
4538,4538,2021,9,19,19,0x60020074,352,乌法,350,莫斯科斯巴达,11,11
4539,4539,2021,9,19,19,0x60020074,353,乌拉尔,346,罗斯托夫,11,11
4540,4540,2021,9,19,19,0x60020074,343,希姆基,349,索契,11,11
4541,4541,2021,9,19,13,0x60020074,351,坦波夫,348,喀山红宝石,11,11
4542,4542,2021,9,23,19,0x60030074,345,莫斯科火车头,354,圣彼得堡泽尼特,11,11
4543,4543,2021,9,23,19,0x60030074,342,莫斯科迪纳摩,344,克拉斯诺达尔,11,11
4544,4544,2021,9,23,13,0x60030074,341,莫斯科中央陆军,351,坦波夫,11,11
4545,4545,2021,9,23,14,0x60030074,340,图拉兵工厂,339,格罗兹尼艾哈迈德,11,11
4546,4546,2021,9,23,20,0x60030074,350,莫斯科斯巴达,347,伏尔加格勒转子,11,11
4547,4547,2021,9,23,16,0x60030074,346,罗斯托夫,352,乌法,11,11
4548,4548,2021,9,23,20,0x60030074,349,索契,353,乌拉尔,11,11
4549,4549,2021,9,23,15,0x60030074,348,喀山红宝石,343,希姆基,11,11
4550,4550,2021,9,26,20,0x60040074,354,圣彼得堡泽尼特,340,图拉兵工厂,11,11
4551,4551,2021,9,26,19,0x60040074,344,克拉斯诺达尔,345,莫斯科火车头,11,11
4552,4552,2021,9,26,15,0x60040074,341,莫斯科中央陆军,342,莫斯科迪纳摩,11,11
4553,4553,2021,9,26,11,0x60040074,339,格罗兹尼艾哈迈德,350,莫斯科斯巴达,11,11
4554,4554,2021,9,26,13,0x60040074,347,伏尔加格勒转子,346,罗斯托夫,11,11
4555,4555,2021,9,26,13,0x60040074,352,乌法,349,索契,11,11
4556,4556,2021,9,26,20,0x60040074,353,乌拉尔,348,喀山红宝石,11,11
4557,4557,2021,9,26,15,0x60040074,351,坦波夫,343,希姆基,11,11
4558,4558,2021,10,3,19,0x60050074,350,莫斯科斯巴达,354,圣彼得堡泽尼特,11,11
4559,4559,2021,10,3,15,0x60050074,340,图拉兵工厂,344,克拉斯诺达尔,11,11
4560,4560,2021,10,3,19,0x60050074,345,莫斯科火车头,341,莫斯科中央陆军,11,11
4561,4561,2021,10,3,11,0x60050074,342,莫斯科迪纳摩,351,坦波夫,11,11
4562,4562,2021,10,3,14,0x60050074,346,罗斯托夫,339,格罗兹尼艾哈迈德,11,11
4563,4563,2021,10,3,15,0x60050074,349,索契,347,伏尔加格勒转子,11,11
4564,4564,2021,10,3,11,0x60050074,348,喀山红宝石,352,乌法,11,11
4565,4565,2021,10,3,12,0x60050074,343,希姆基,353,乌拉尔,11,11
4566,4566,2021,10,24,19,0x60060074,354,圣彼得堡泽尼特,346,罗斯托夫,11,11
4567,4567,2021,10,24,20,0x60060074,344,克拉斯诺达尔,350,莫斯科斯巴达,11,11
4568,4568,2021,10,24,19,0x60060074,341,莫斯科中央陆军,340,图拉兵工厂,11,11
4569,4569,2021,10,24,11,0x60060074,342,莫斯科迪纳摩,345,莫斯科火车头,11,11
4570,4570,2021,10,24,11,0x60060074,339,格罗兹尼艾哈迈德,349,索契,11,11
4571,4571,2021,10,24,20,0x60060074,347,伏尔加格勒转子,348,喀山红宝石,11,11
4572,4572,2021,10,24,13,0x60060074,352,乌法,343,希姆基,11,11
4573,4573,2021,10,24,14,0x60060074,351,坦波夫,353,乌拉尔,11,11
4574,4574,2021,10,31,20,0x60070074,349,索契,354,圣彼得堡泽尼特,11,11
4575,4575,2021,10,31,14,0x60070074,346,罗斯托夫,344,克拉斯诺达尔,11,11
4576,4576,2021,10,31,19,0x60070074,350,莫斯科斯巴达,341,莫斯科中央陆军,11,11
4577,4577,2021,10,31,20,0x60070074,340,图拉兵工厂,342,莫斯科迪纳摩,11,11
4578,4578,2021,10,31,13,0x60070074,345,莫斯科火车头,351,坦波夫,11,11
4579,4579,2021,10,31,14,0x60070074,348,喀山红宝石,339,格罗兹尼艾哈迈德,11,11
4580,4580,2021,10,31,19,0x60070074,343,希姆基,347,伏尔加格勒转子,11,11
4581,4581,2021,10,31,20,0x60070074,353,乌拉尔,352,乌法,11,11
4582,4582,2021,11,7,15,0x60080074,354,圣彼得堡泽尼特,348,喀山红宝石,11,11
4583,4583,2021,11,7,12,0x60080074,344,克拉斯诺达尔,349,索契,11,11
4584,4584,2021,11,7,12,0x60080074,341,莫斯科中央陆军,346,罗斯托夫,11,11
4585,4585,2021,11,7,20,0x60080074,342,莫斯科迪纳摩,350,莫斯科斯巴达,11,11
4586,4586,2021,11,7,13,0x60080074,345,莫斯科火车头,340,图拉兵工厂,11,11
4587,4587,2021,11,7,19,0x60080074,339,格罗兹尼艾哈迈德,343,希姆基,11,11
4588,4588,2021,11,7,20,0x60080074,347,伏尔加格勒转子,353,乌拉尔,11,11
4589,4589,2021,11,7,11,0x60080074,351,坦波夫,352,乌法,11,11
4590,4590,2021,11,21,19,0x60090074,343,希姆基,354,圣彼得堡泽尼特,11,11
4591,4591,2021,11,21,14,0x60090074,348,喀山红宝石,344,克拉斯诺达尔,11,11
4592,4592,2021,11,21,14,0x60090074,349,索契,341,莫斯科中央陆军,11,11
4593,4593,2021,11,21,19,0x60090074,346,罗斯托夫,342,莫斯科迪纳摩,11,11
4594,4594,2021,11,21,19,0x60090074,350,莫斯科斯巴达,345,莫斯科火车头,11,11
4595,4595,2021,11,21,11,0x60090074,340,图拉兵工厂,351,坦波夫,11,11
4596,4596,2021,11,21,19,0x60090074,353,乌拉尔,339,格罗兹尼艾哈迈德,11,11
4597,4597,2021,11,21,11,0x60090074,352,乌法,347,伏尔加格勒转子,11,11
4598,4598,2021,11,28,19,0x600A0074,354,圣彼得堡泽尼特,353,乌拉尔,11,11
4599,4599,2021,11,28,20,0x600A0074,344,克拉斯诺达尔,343,希姆基,11,11
4600,4600,2021,11,28,20,0x600A0074,341,莫斯科中央陆军,348,喀山红宝石,11,11
4601,4601,2021,11,28,15,0x600A0074,342,莫斯科迪纳摩,349,索契,11,11
4602,4602,2021,11,28,19,0x600A0074,345,莫斯科火车头,346,罗斯托夫,11,11
4603,4603,2021,11,28,19,0x600A0074,340,图拉兵工厂,350,莫斯科斯巴达,11,11
4604,4604,2021,11,28,19,0x600A0074,339,格罗兹尼艾哈迈德,352,乌法,11,11
4605,4605,2021,11,28,16,0x600A0074,351,坦波夫,347,伏尔加格勒转子,11,11
4606,4606,2021,12,5,16,0x600B0074,352,乌法,354,圣彼得堡泽尼特,11,11
4607,4607,2021,12,5,13,0x600B0074,353,乌拉尔,344,克拉斯诺达尔,11,11
4608,4608,2021,12,5,16,0x600B0074,343,希姆基,341,莫斯科中央陆军,11,11
4609,4609,2021,12,5,19,0x600B0074,348,喀山红宝石,342,莫斯科迪纳摩,11,11
4610,4610,2021,12,5,16,0x600B0074,349,索契,345,莫斯科火车头,11,11
4611,4611,2021,12,5,20,0x600B0074,346,罗斯托夫,340,图拉兵工厂,11,11
4612,4612,2021,12,5,15,0x600B0074,350,莫斯科斯巴达,351,坦波夫,11,11
4613,4613,2021,12,5,14,0x600B0074,347,伏尔加格勒转子,339,格罗兹尼艾哈迈德,11,11
4614,4614,2021,12,12,20,0x200C0074,354,圣彼得堡泽尼特,347,伏尔加格勒转子,0,0
4615,4615,2021,12,12,20,0x200C0074,344,克拉斯诺达尔,352,乌法,0,0
4616,4616,2021,12,12,13,0x200C0074,341,莫斯科中央陆军,353,乌拉尔,0,0
4617,4617,2021,12,12,19,0x200C0074,342,莫斯科迪纳摩,343,希姆基,0,0
4618,4618,2021,12,12,15,0x200C0074,345,莫斯科火车头,348,喀山红宝石,0,0
4619,4619,2021,12,12,19,0x200C0074,340,图拉兵工厂,349,索契,0,0
4620,4620,2021,12,12,20,0x200C0074,350,莫斯科斯巴达,346,罗斯托夫,0,0
4621,4621,2021,12,12,15,0x200C0074,351,坦波夫,339,格罗兹尼艾哈迈德,0,0
4622,4622,2021,12,26,13,0x200D0074,339,格罗兹尼艾哈迈德,354,圣彼得堡泽尼特,0,0
4623,4623,2021,12,26,16,0x200D0074,347,伏尔加格勒转子,344,克拉斯诺达尔,0,0
4624,4624,2021,12,26,19,0x200D0074,352,乌法,341,莫斯科中央陆军,0,0
4625,4625,2021,12,26,13,0x200D0074,353,乌拉尔,342,莫斯科迪纳摩,0,0
4626,4626,2021,12,26,20,0x200D0074,343,希姆基,345,莫斯科火车头,0,0
4627,4627,2021,12,26,16,0x200D0074,348,喀山红宝石,340,图拉兵工厂,0,0
4628,4628,2021,12,26,11,0x200D0074,349,索契,350,莫斯科斯巴达,0,0
4629,4629,2021,12,26,13,0x200D0074,346,罗斯托夫,351,坦波夫,0,0
4630,4630,2022,1,3,20,0x200E0074,351,坦波夫,354,圣彼得堡泽尼特,0,0
4631,4631,2022,1,3,15,0x200E0074,344,克拉斯诺达尔,339,格罗兹尼艾哈迈德,0,0
4632,4632,2022,1,3,14,0x200E0074,341,莫斯科中央陆军,347,伏尔加格勒转子,0,0
4633,4633,2022,1,3,11,0x200E0074,342,莫斯科迪纳摩,352,乌法,0,0
4634,4634,2022,1,3,19,0x200E0074,345,莫斯科火车头,353,乌拉尔,0,0
4635,4635,2022,1,3,14,0x200E0074,340,图拉兵工厂,343,希姆基,0,0
4636,4636,2022,1,3,15,0x200E0074,350,莫斯科斯巴达,348,喀山红宝石,0,0
4637,4637,2022,1,3,19,0x200E0074,346,罗斯托夫,349,索契,0,0
4638,4638,2022,1,17,20,0x200F0074,344,克拉斯诺达尔,354,圣彼得堡泽尼特,0,0
4639,4639,2022,1,17,13,0x200F0074,341,莫斯科中央陆军,339,格罗兹尼艾哈迈德,0,0
4640,4640,2022,1,17,13,0x200F0074,342,莫斯科迪纳摩,347,伏尔加格勒转子,0,0
4641,4641,2022,1,17,11,0x200F0074,345,莫斯科火车头,352,乌法,0,0
4642,4642,2022,1,17,20,0x200F0074,340,图拉兵工厂,353,乌拉尔,0,0
4643,4643,2022,1,17,19,0x200F0074,350,莫斯科斯巴达,343,希姆基,0,0
4644,4644,2022,1,17,11,0x200F0074,346,罗斯托夫,348,喀山红宝石,0,0
4645,4645,2022,1,17,14,0x200F0074,349,索契,351,坦波夫,0,0
4646,4646,2022,1,24,13,0x20100074,354,圣彼得堡泽尼特,341,莫斯科中央陆军,0,0
4647,4647,2022,1,24,16,0x20100074,351,坦波夫,344,克拉斯诺达尔,0,0
4648,4648,2022,1,24,19,0x20100074,339,格罗兹尼艾哈迈德,342,莫斯科迪纳摩,0,0
4649,4649,2022,1,24,20,0x20100074,347,伏尔加格勒转子,345,莫斯科火车头,0,0
4650,4650,2022,1,24,16,0x20100074,352,乌法,340,图拉兵工厂,0,0
4651,4651,2022,1,24,11,0x20100074,353,乌拉尔,350,莫斯科斯巴达,0,0
4652,4652,2022,1,24,19,0x20100074,343,希姆基,346,罗斯托夫,0,0
4653,4653,2022,1,24,13,0x20100074,348,喀山红宝石,349,索契,0,0
4654,4654,2022,2,1,15,0x20110074,342,莫斯科迪纳摩,354,圣彼得堡泽尼特,0,0
4655,4655,2022,2,1,19,0x20110074,341,莫斯科中央陆军,344,克拉斯诺达尔,0,0
4656,4656,2022,2,1,16,0x20110074,345,莫斯科火车头,339,格罗兹尼艾哈迈德,0,0
4657,4657,2022,2,1,20,0x20110074,340,图拉兵工厂,347,伏尔加格勒转子,0,0
4658,4658,2022,2,1,20,0x20110074,350,莫斯科斯巴达,352,乌法,0,0
4659,4659,2022,2,1,19,0x20110074,346,罗斯托夫,353,乌拉尔,0,0
4660,4660,2022,2,1,19,0x20110074,349,索契,343,希姆基,0,0
4661,4661,2022,2,1,15,0x20110074,348,喀山红宝石,351,坦波夫,0,0
4662,4662,2022,2,7,20,0x20120074,354,圣彼得堡泽尼特,345,莫斯科火车头,0,0
4663,4663,2022,2,7,15,0x20120074,344,克拉斯诺达尔,342,莫斯科迪纳摩,0,0
4664,4664,2022,2,7,19,0x20120074,351,坦波夫,341,莫斯科中央陆军,0,0
